iter,fitness,moved_station,old_cell,new_cell,layout
95,0.3122377826549297,26,3228,6901,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762  738 2170 1172 6127 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
96,0.3148427968088969,19,2170,3016,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762  738 3016 1172 6127 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
97,0.31710483062524586,21,6127,1744,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762  738 3016 1172 1744 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
98,0.31787578247043957,18,738,1996,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762 1996 3016 1172 1744 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
99,0.31808636099765875,21,1744,2253,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762 1996 3016 1172 2253 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
100,0.3189358261467632,20,1172,407,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
  947 3656 2370 2762 1996 3016  407 2253 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
101,0.31999548895877117,14,947,6473,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
 6473 3656 2370 2762 1996 3016  407 2253 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 3650 2261 1749 2732 3777 3663 1949]"
102,0.31200471821108083,33,3650,1021,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  962  813
 6473 3656 2370 2762 1996 3016  407 2253 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 3777 3663 1949]"
103,0.3128135154677795,12,962,904,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3464 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 3777 3663 1949]"
104,0.32319815218853154,22,3464,3650,"[2713 3374 4781 2657 1255 3238 1967 1261 3066 1108 2566 7120  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 3777 3663 1949]"
105,0.3213593914454978,4,1255,3464,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 1108 2566 7120  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 3777 3663 1949]"
106,0.3152703189851368,11,7120,4014,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 1108 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 3777 3663 1949]"
107,0.31557017583377317,37,3777,1054,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 1108 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175  521 2718 4081 1021 2261 1749 2732 1054 3663 1949]"
108,0.3165514303636122,30,521,6909,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 1108 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 3663 1949]"
109,0.31746702696797263,39,1949,522,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 1108 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 3663  522]"
110,0.3161501906854572,9,1108,2940,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 2253 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 3663  522]"
111,0.31530054612800323,21,2253,4429,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014  904  813
 6473 3656 2370 2762 1996 3016  407 4429 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 3663  522]"
112,0.3115042432818985,14,6473,4354,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014  904  813
 4354 3656 2370 2762 1996 3016  407 4429 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 3663  522]"
113,0.3166433918584715,38,3663,7181,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014  904  813
 4354 3656 2370 2762 1996 3016  407 4429 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
114,0.3149613362545993,12,904,1667,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016  407 4429 3650 3354  753 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
115,0.31607052520388396,24,753,1470,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016  407 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
116,0.3180554740445381,20,407,6617,"[2713 3374 4781 2657 3464 3238 1967 1261 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
117,0.32220705504664837,7,1261,552,"[2713 3374 4781 2657 3464 3238 1967  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
118,0.3170347942717169,6,1967,2071,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 7181  522]"
119,0.316702335506729,38,7181,6117,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 6117  522]"
120,0.31331935668976485,39,522,3661,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 1021 2261 1749 2732 1054 6117 3661]"
121,0.3095773035945074,33,1021,4716,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 1749 2732 1054 6117 3661]"
122,0.3136372865168461,35,1749,2114,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 1996 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
123,0.3153995015736372,18,1996,3739,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 1667  813
 4354 3656 2370 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
124,0.31073262487344805,12,1667,2820,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 2820  813
 4354 3656 2370 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
125,0.3108002453727752,16,2370,768,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 2820  813
 4354 3656  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
126,0.31127184002174973,14,4354,3491,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 2820  813
 3491 3656  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
127,0.3139445881138621,15,3656,6967,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 2566 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
128,0.3115429244033139,10,2566,1183,"[2713 3374 4781 2657 3464 3238 2071  552 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
129,0.31129009480855796,1,3374,3931,"[2713 3931 4781 2657 3464 3238 2071  552 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
130,0.3129896766607668,4,3464,975,"[2713 3931 4781 2657  975 3238 2071  552 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2175 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
131,0.3139975634223787,29,2175,2434,"[2713 3931 4781 2657  975 3238 2071  552 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
132,0.3105334290892784,7,552,4199,"[2713 3931 4781 2657  975 3238 2071 4199 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
133,0.3111076162420613,1,3931,1665,"[2713 1665 4781 2657  975 3238 2071 4199 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
134,0.31576467718302914,7,4199,3645,"[2713 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2820  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
135,0.32463842162376433,12,2820,2101,"[2713 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054 6117 3661]"
136,0.3275947426135487,38,6117,892,"[2713 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1054  892 3661]"
137,0.33172066785239684,37,1054,1263,"[2713 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1263  892 3661]"
138,0.3343211339129559,0,2713,877,"[ 877 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1263  892 3661]"
139,0.3299454707991113,0,877,817,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1392
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1263  892 3661]"
140,0.32267417099004314,27,1392,2265,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 2265
 3078 2434 6909 2718 4081 4716 2261 2114 2732 1263  892 3661]"
141,0.3214726831505667,37,1263,2566,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 2265
 3078 2434 6909 2718 4081 4716 2261 2114 2732 2566  892 3661]"
142,0.3240619327567612,27,2265,1194,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 4081 4716 2261 2114 2732 2566  892 3661]"
143,0.32234147852467165,34,2261,3369,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 4081 4716 3369 2114 2732 2566  892 3661]"
144,0.32133879815181654,32,4081,3711,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711 4716 3369 2114 2732 2566  892 3661]"
145,0.3268059632789635,33,4716,876,"[ 817 1665 4781 2657  975 3238 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
146,0.32162643495420623,5,3238,6408,"[ 817 1665 4781 2657  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
147,0.3182943950414896,3,2657,1746,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 6967  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
148,0.3160029075916391,15,6967,2359,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 6617 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
149,0.3169338140382438,20,6617,7189,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 2303 6901 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
150,0.30615373756429576,26,6901,1765,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 2303 1765 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  892 3661]"
151,0.30407099720272374,38,892,404,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 2303 1765 1194
 3078 2434 6909 2718 3711  876 3369 2114 2732 2566  404 3661]"
152,0.2958649410012191,36,2732,2783,"[ 817 1665 4781 1746  975 6408 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 2303 1765 1194
 3078 2434 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
153,0.29579048481350284,5,6408,1037,"[ 817 1665 4781 1746  975 1037 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 2303 1765 1194
 3078 2434 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
154,0.28850794458162227,25,2303,1310,"[ 817 1665 4781 1746  975 1037 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 1310 1765 1194
 3078 2434 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
155,0.2972977629496654,29,2434,6973,"[ 817 1665 4781 1746  975 1037 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359  768 2762 3739 3016 7189 4429 3650 3354 1470 1310 1765 1194
 3078 6973 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
156,0.29453128201002315,16,768,2829,"[ 817 1665 4781 1746  975 1037 2071 3645 3066 2940 1183 4014 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470 1310 1765 1194
 3078 6973 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
157,0.2935219719562674,7,3645,4144,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4014 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470 1310 1765 1194
 3078 6973 6909 2718 3711  876 3369 2114 2783 2566  404 3661]"
158,0.2962603323349957,37,2566,2439,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4014 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470 1310 1765 1194
 3078 6973 6909 2718 3711  876 3369 2114 2783 2439  404 3661]"
159,0.2952950169791555,25,1310,389,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4014 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470  389 1765 1194
 3078 6973 6909 2718 3711  876 3369 2114 2783 2439  404 3661]"
160,0.2946218777952161,31,2718,1099,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4014 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470  389 1765 1194
 3078 6973 6909 1099 3711  876 3369 2114 2783 2439  404 3661]"
161,0.2953525168506943,11,4014,4133,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470  389 1765 1194
 3078 6973 6909 1099 3711  876 3369 2114 2783 2439  404 3661]"
162,0.2926159182767974,33,876,1688,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101  813
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470  389 1765 1194
 3078 6973 6909 1099 3711 1688 3369 2114 2783 2439  404 3661]"
163,0.29127132771126907,13,813,2949,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 2762 3739 3016 7189 4429 3650 3354 1470  389 1765 1194
 3078 6973 6909 1099 3711 1688 3369 2114 2783 2439  404 3661]"
164,0.2923900887423833,21,4429,5905,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 2762 3739 3016 7189 5905 3650 3354 1470  389 1765 1194
 3078 6973 6909 1099 3711 1688 3369 2114 2783 2439  404 3661]"
165,0.2990538199319711,30,6909,2302,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 2762 3739 3016 7189 5905 3650 3354 1470  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 2439  404 3661]"
166,0.29614405928137727,24,1470,2096,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 2762 3739 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 2439  404 3661]"
167,0.2964324450008336,37,2439,3305,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 2762 3739 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 3305  404 3661]"
168,0.29706365943819085,17,2762,6192,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1183 4133 2101 2949
 3491 2359 2829 6192 3739 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 3305  404 3661]"
169,0.29961942745096687,10,1183,1404,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 3739 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 3305  404 3661]"
170,0.29714879759640084,18,3739,1441,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 3305  404 3661]"
171,0.2980387595525652,39,3661,4220,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078 6973 2302 1099 3711 1688 3369 2114 2783 3305  404 4220]"
172,0.2949044190822724,29,6973,810,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 3711 1688 3369 2114 2783 3305  404 4220]"
173,0.29058920542353267,35,2114,2953,"[ 817 1665 4781 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 3711 1688 3369 2953 2783 3305  404 4220]"
174,0.2917882859589205,2,4781,1315,"[ 817 1665 1315 1746  975 1037 2071 4144 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 3711 1688 3369 2953 2783 3305  404 4220]"
175,0.29103048739688997,7,4144,2105,"[ 817 1665 1315 1746  975 1037 2071 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 3711 1688 3369 2953 2783 3305  404 4220]"
176,0.2945588501632128,32,3711,1321,"[ 817 1665 1315 1746  975 1037 2071 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 1321 1688 3369 2953 2783 3305  404 4220]"
177,0.29431531052844595,36,2783,1537,"[ 817 1665 1315 1746  975 1037 2071 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 1321 1688 3369 2953 1537 3305  404 4220]"
178,0.2975900808472661,36,1537,2115,"[ 817 1665 1315 1746  975 1037 2071 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 3354 2096  389 1765 1194
 3078  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
179,0.2946577804406238,23,3354,1019,"[ 817 1665 1315 1746  975 1037 2071 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 1019 2096  389 1765 1194
 3078  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
180,0.2959375917407378,6,2071,481,"[ 817 1665 1315 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 1019 2096  389 1765 1194
 3078  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
181,0.2857959302233755,28,3078,1897,"[ 817 1665 1315 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 1019 2096  389 1765 1194
 1897  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
182,0.28816019451502667,2,1315,767,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 6192 1441 3016 7189 5905 3650 1019 2096  389 1765 1194
 1897  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
183,0.2893353393353594,17,6192,3785,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 1019 2096  389 1765 1194
 1897  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
184,0.291701845497949,23,1019,2638,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302 1099 1321 1688 3369 2953 2115 3305  404 4220]"
185,0.30021532081893487,33,1688,3076,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 2101 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302 1099 1321 3076 3369 2953 2115 3305  404 4220]"
186,0.3183364480005025,12,2101,6688,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 6688 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302 1099 1321 3076 3369 2953 2115 3305  404 4220]"
187,0.3187050726842891,31,1099,690,"[ 817 1665  767 1746  975 1037  481 2105 3066 2940 1404 4133 6688 2949
 3491 2359 2829 3785 1441 3016 7189 5905 3650 2638 2096  389 1765 1194
 1897  810 2302  690 1321 3076 3369 2953 2115 3305  404 4220]"
